,original_index,title,artist,date,week,comment,comment_index,total_comments_in_article,sentiment_label,sentiment_score
6763,103,Trấn Thành dựng bối cảnh chung cư cũ quay phim Tết,Trấn Thành,2024-08-25 06:32:00,2024-08-19/2024-08-25,"Hế hếTừ cái năm 2016 đến giờ, có cái show gì hát hò, em nghe anh Thành bình luận sau toàn bộ phim sau này em tin phim anh Thành sẽ được em xem nhớ ưu ái hơn phim khác vì anh. Đợi phim của anh mãi. Đến giờ em cũng chả xem được bộ nào của anh. Chắc tại gu em khác bọt. Chúc anh Thành thành công nhé!",66,70,POSITIVE,0.9990505576133728
6764,103,Trấn Thành dựng bối cảnh chung cư cũ quay phim Tết,Trấn Thành,2024-08-25 06:32:00,2024-08-19/2024-08-25,"Phú Nguyễntrấn thành giờ làm phim là đánh vào tâm lý giới trẻ, dựng cảnh xưa để khán giả tưởng nhớ khu cảnh quê 10-15 năm về trước.v.v.....",67,70,POSITIVE,0.9997643828392029
6765,103,Trấn Thành dựng bối cảnh chung cư cũ quay phim Tết,Trấn Thành,2024-08-25 06:32:00,2024-08-19/2024-08-25,Tủ lạnhMong là dàn diễn viên của phim bớt hú hét lại,68,70,NEUTRAL,0.8012000918388367
6766,103,Trấn Thành dựng bối cảnh chung cư cũ quay phim Tết,Trấn Thành,2024-08-25 06:32:00,2024-08-19/2024-08-25,"DinhhoangPhim Việt ngày càng phát triển về thiết kế bối cảnh, kỹ thuật quay, hoá trang, diễn xuất, kinh phí... nhưng kịch bản vẫn là con số 0 to tướng. Đầu tư vào kịch bản trước rồi làm gì thì làm",69,70,NEGATIVE,0.9755658507347107
6767,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,ethangkia1010cá nhân không có thiện cảm với ông này,0,36,NEGATIVE,0.8402963876724243
6768,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Trung NgotranEm này kiếm tiền rất giỏi nhưng mà anh không thích em. E lố quá e ơi.,1,36,POSITIVE,0.9978893399238586
6769,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Hai DoKhông có thiện cảm.,2,36,NEUTRAL,0.4788835048675537
6770,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Thiên BìnhBạn này rất giỏi,3,36,POSITIVE,0.9997162222862244
6771,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"dangvanbangĐây có lẽ là nghệ sĩ đa tài bậc nhất Showbiz, gần như ngạch nào cũng giỏi bậc nhất.",4,36,POSITIVE,0.9994547963142395
6772,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Vo Xuan VinhRất đa tài,5,36,POSITIVE,0.9992510676383972
6773,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"lantranphuong70Em là người mà hai vợ chồng chị rất ngưỡng mộ!
Chúc em và gia đình một năm mới hạnh phúc và thành công rực rỡ trong công việc!",6,36,POSITIVE,0.9995961785316467
6774,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Phạm Xuân LanNgười của sự may mắn. Tài thì cần xem lại.,7,36,POSITIVE,0.9994669556617737
6775,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,thanhtu.le0715Càng ngày càng lố và thể hiện bản thân quá đà. Dùng những ngôn từ tỏ ra mình giỏi. Tôi không thích Trấn Thành.,8,36,NEGATIVE,0.9683388471603394
6776,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Lan HảiTài thì rất là tài. Lãnh vực nào TT tham gia cũng là top trên. Có một sự đầu tư cầu toàn nên TT mới đạt đc thành tích đó.,9,36,POSITIVE,0.9991806149482727
6777,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Vô TìnhTôi không có thiện cảm với ông này. Thế nên bất cứ chương trình nào có mặt ông này là tôi next hết.,10,36,NEGATIVE,0.9966822266578674
6778,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"Oanh NguyenRất tài năng và biết lắng nghe, thay đổi. Hy vọng anh sẽ luôn luôn tiết chế để tài năng được giữ vững lâu dài. Chúc 2 vợ chồng luôn luôn hạnh phúc dù có baby hay không ví đỉnh cao của hôn nhân là hạnh phúc chứ ko phải baby.",11,36,POSITIVE,0.9997581839561462
6779,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"hienlanhd2011Tôi không ưa ông này và cũng ko hào hứng các chương trình, phim có mặt ổng.",12,36,NEGATIVE,0.9843795895576477
6780,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Gia Cát LượngEm rất trí tuệ trong cách nhìn của Tôi.,13,36,POSITIVE,0.9990411400794983
6781,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"nguyenviettrung.dnNói gì thì nói Trấn Thành phủ sóng Youtube Tết năm nay. Đi đâu tôi cũng thấy mọi người xúm xít bên TV coi Hẻm cụt 1, 2, 3...và cười thả ga",14,36,POSITIVE,0.9985787868499756
6782,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"AgnésKhông xem phim hay hài của TT nhưng riêng lĩnh vực MC thấy TT thụt lùi so với chính mình. Càng ngày càng thô, thích tỏ vẻ bề trên với khách mời, nghệ sĩ đàn em, thiếu tế nhị và vì thích gây ấn tượng nên sai kiến thức cơ bản khó chấp nhận, ví như gọi thuỷ thủ là thuyền nhân chẳng hạn. TT thông minh, nhanh nhẹn và cũng may mắn nữa nhưng nên rèn luyện, tôn trọng khán giả để xứng với cái may mắn mà mình đang có.",15,36,NEGATIVE,0.9982362985610962
6783,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,HungKhông thích Trấn Thành,16,36,POSITIVE,0.9944808483123779
6784,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"Nam NguyễnLúc mới nổi do còn trẻ nên anh này có những phát ngôn nông nổi và ko đc lòng công chúng. Nhưng qua thời gian có vẻ đã trưởng thành hơn, đặc biệt mình cảm thấy tâm anh ta thực sự sáng.
1 điều ko thể phủ nhận là chuyên môn anh ta rất tốt và hơn hẳn nhiều diễn viên hay cây hài nổi kiểu hiện tượng khác.",17,36,POSITIVE,0.9997227787971497
6785,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"NTTKhông thể phủ nhận tài năng của bạn này, nhưng không hiểu sao mình không thấy có thiện cảm với bạn.",18,36,POSITIVE,0.9979100823402405
6786,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"ngocnhi012345678910Trấn Thành rất đa tài và thông minh, hào sảng",19,36,POSITIVE,0.9995229244232178
6787,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"Anh QuynhTrấn Thành giỏi thiệt đó chứ, lĩnh vực nào cũng có tìm hiểu",20,36,POSITIVE,0.9996033310890198
6788,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"Luu HanĐọc nhiều, biết nhiều và có đầu óc thông minh.",21,36,POSITIVE,0.9996944665908813
6789,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,PapyrusMặt nhìn giống Tóc Tiên ghê.,22,36,NEUTRAL,0.5563547015190125
6790,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"loveforestgumpBạn này có một điểm mạnh và cũng là điểm yếu là hay bộc lộ thẳng thắn suy nghĩ và các tính của mình, vì vậy có nhiều hater là không thể tránh được. Cá nhân tôi rất ngưỡng mộ tài năng của bạn!",23,36,POSITIVE,0.995685338973999
6791,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,ksdhuanBạn này rất giỏi và chịu khó học hỏi. Dù vẫn co khuyết điểm nhưng so với những gì bạn ấy làm đc thì ko đáng kể. Vợ thì hơi lố chỉ dựa hơi chồng là chính ko đáng gọi là ca sĩ.,24,36,POSITIVE,0.8263441920280457
6792,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,redsea7919Trấn Thành công nhận có tài.,25,36,POSITIVE,0.9996383190155029
6793,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Huy HaNhìn điệu đà quá...,26,36,POSITIVE,0.9997313618659973
6794,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"Quỳnh LamTui thích Trấn Thành, có ai giống tui ko?",27,36,POSITIVE,0.9996814727783203
6795,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Chumphong cách khá giống Tuấn Trần,28,36,POSITIVE,0.9994520545005798
6796,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"Hoàng OanhAnh Thành rất giỏi, duyên dáng, nhân hậu, hiểu biết & biết cách khơi gợi cảm xúc cùa khách mời. Chỉ có 1 chỗ e k thic là a có thói quen nhại giọng vùng miền của người đối diện - mỗi lúc vậy nghe thấy hơi khó chịu",29,36,POSITIVE,0.9996968507766724
6797,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,senlengưỡng mộ,30,36,POSITIVE,0.9901207685470581
6798,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,Nguyen Van PhuocBằng tuổi con mình (1987) nhưng Thành giỏi nhiều! Mừng cho em.,31,36,POSITIVE,0.9993245601654053
6799,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,welldonehnNhìn quá chán!,32,36,NEUTRAL,0.5525528192520142
6800,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,WebGiàu mà,33,36,NEGATIVE,0.5273005962371826
6801,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,"Trần MinhTiền bạc và sự nghiệp đi lên từ khán giả nhưng TT không hề tôn trọng những gì đã được người khác mang lại. Chỉ ""diễn"" để có được những điều đó thì đó gọi là lợi dụng chứ không phải từ tâm người nghệ sĩ. Cá nhân mình không thích người này!",34,36,POSITIVE,0.9721378684043884
6802,104,Phong cách Trấn Thành ở tuổi 35,Trấn Thành,2024-08-22 16:35:00,2024-08-19/2024-08-25,diepvan87 mà đi theo nghệ thuật điện ảnh thì như cá gặp nước. Đắc vượng hơn 87 chọn nghề khác. Anh này chọn đúng nghề nên có nhiều lợi thế để thăng hoa. Bản thân cũng đa tài lắm nên thành công mạnh,35,36,POSITIVE,0.9988898634910583
6803,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"hihihahaMột điểm mà tôi luôn tôn trọng Trấn Thành là luôn biết kính trọng những bậc tiền bối và nâng đỡ cho đàn em, bên cạnh đó chưa một lần thấy Trấn Thành tỏ vẻ khó chịu với các thí sinh, người tham gia các cuộc thi game show dù nhiều lần bị họ chặt chém quá tay.
Tài năng, có đạo đức trong nghề dĩ nhiên sẽ được Tổ nghề đãi. Chúc mừng Trấn Thành và toàn bộ ê kíp của 2 bộ phim Bố Già và Nhà Bà Nữ.",0,93,POSITIVE,0.9995179176330566
6804,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,ViệtÚcCó khen có chê không tránh được nhưng làm phim như vậy là thành công lắm rồi. Chúc mừng Trấn Thành.,1,93,POSITIVE,0.9972770810127258
6805,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"nguyenbich22121994Không thể phủ nhận được sự tài giỏi của anh. Hãy nhìn con số phim tạo ra, phim này khi bạn đến ngưỡng tuổi 30 đã lập gia đình, đã vấp ngã, đã trải qua biến cố mới hiểu được nó như thế nào.",2,93,POSITIVE,0.9996927976608276
6806,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"htt10061964Hiện nay một số người chê bai phim của Trấn Thành, theo tôi việc này cho thấy họ "" ghen ăn tức ở"" khi thấy Trấn Thành quá thành công.
Một nhà sản xuất phim hiện nay, mục đích cao nhất của họ là doanh thu, như vậy Trấn Thành đã đạt được mục đích của nhà sản xuất rồi! Chúc Trấn Thành vẫn giữ mãi phong độ này!",3,93,POSITIVE,0.999562680721283
6807,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"nguyenthaomobile.q11Tôi biết bạn, từ thời bạn đi thi Mc ở đài truyền hình Tphcm, với tài ăn nói, phong cách tự tin. Bạn đã có rất nhiều thành công, sau này cộng với hài hước, càng thành công hơn, nhưng tài đi với tật là không tránh khỏi. Dù ít hay nhiều, Mong bạn tiết chế những điều ko hay ko tốt. Và mang lại nhiều gia trị hơn cho xã hội,
Thân ái",4,93,POSITIVE,0.9625463485717773
6808,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Chumcông nhận Trấn Thành có rất có tài năng đa dạng, hiếm có ai có tài đa dạng như vậy, nhưng trước đây có những phát biểu, ứng xử chưa hay, chắc do tuổi trẻ, càng lớn hi vọng Thành sẽ chuẩn trong phát ngôn và ứng xử đại chúng.

hi vọng showbiz Việt Nam có những người như Thành để đem lại cấp độ mới cho giải trí, sân khấu âm nhạc, điện ảnh thời trang đạt đến cấp độ như Hàn Quốc trong tương lai.",5,93,POSITIVE,0.9765840768814087
6809,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,Tuấn TàiLàm MC còn được chứ film tôi k xem,6,93,POSITIVE,0.9996538162231445
6810,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Hà TháiTôi không thích Trấn Thành, nhưng phải công nhận cậu ấy là người có tài năng (nhất định) trong làng nghệ thuật.",7,93,POSITIVE,0.9907214641571045
6811,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Anh TúTT là một nghệ sĩ mà tôi rất tôn trọng, dù anh ta vướng phải không ít chỉ trích. Bản chất những thứ TT thể hiện ra bên ngoài đều rất có chiều sâu, có cảm xúc, và rất ""đời"".

Dù là đang diễn hay không, tôi nghĩ đó đều là những giá trị tích cực mang lại cho xã hội.

Giống như chúng ta vậy, khi ra đường, khi đi làm, nhiều khi chúng ta cũng phải nghiêm túc, kỷ luật hơn so với khi ở nhà bỗ bã với bạn bè, người thân.",8,93,POSITIVE,0.9996579885482788
6812,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"hkimquyenNgưỡng mộ Trấn Thành , em là 1 người nghệ sĩ có tài , có tâm , rất thông minh và đầy nhiệt huyết , tôi tin em sẽ ngày càng tỏa sáng và cống hiến nhiều sản phẩm giá trị cho nền nghệ thuật giải trí của VN.",9,93,POSITIVE,0.9996949434280396
6813,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,TinhNguyenQuá nể TT rồi!,10,93,POSITIVE,0.9996594190597534
6814,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"doantrangcpbộ phim hay , đi xem lúc nào cũng full rap . ko cần nói nhiều chỉ thấy hành động của người xem phim là biêt thế nào , xin cảm ơn rất nhiều",11,93,POSITIVE,0.9995274543762207
6815,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Tran Phuong HoaĐã xem phim Bố già của Trấn Thành, tôi đánh giá rất cao. Phim có tiết tấu nhanh, đặt vấn đề tốt, khơi gợi cảm xúc thật (đó chính là đặc trưng của nghệ thuật).",12,93,POSITIVE,0.9997149109840393
6816,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"hienbuiNhớ lúc nhỏ khi xem Én vàng, cả nhà đã ấn tượng về khiếu hài hước của Trấn Thành và đoán Trấn Thành sẽ đoạt giải nhất. Năm đó Hồng Phượng đoạt Én vàng, Trấn Thành Én đồng.",13,93,POSITIVE,0.9765622019767761
6817,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,Hắc Ám Thiên Thần Luciferthật sự thấy Trấn Thành rất bản lĩnh..chúc a nhiều thành công hơn. ko ngại khó khăn mà đi lên,14,93,POSITIVE,0.9993871450424194
6818,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Tuấn NguyễnĐây là người giỏi, có thực lực họ thường bỏ đại học khi trường đại học không còn gì để dạy họ như Bill gate và các tỷ phủ tự thân bỏ học khác
Chứ tố chất bạn không hơn người mà muốn bỏ học rồi thành công như họ thì... đi bụi sớm",15,93,POSITIVE,0.9367536902427673
6819,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Hỷ AnNửa đêm về sáng nếu bạn đã từng sống ở những con hẻm đông đúc ở thành phố, bạn vẫn có thể giật mình vì chửi rủa nhau từ gia đình hàng xóm, nhiều thứ ồn ào hơn. Trấn Thành đã sống và cảm nhận được nên phim em ấy làm đưa được vào đó nhiều góc cạnh khác nhau, phản ánh và trúng tâm lý một bộ phận khán giả còn đại đa số và thành công là điều hiển nhiên.",16,93,POSITIVE,0.9993938207626343
6820,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Hoàng iAutoMột con người tài năng cho điện ảnh nước nhà, Trấn Thành đã từng rất vất vả, thế mơi thấy đến với thành công không đơn giản!",17,93,POSITIVE,0.9985417127609253
6821,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"FeRaNoPhim nhà Bà Nữ của TT chiếu vào dịp Tết, nói về gia đình, các xung đột trong cuộc sống thường ngày mà ta không nói ra được, không có diễn hài cù lét,... rất nghiêm túc và tôn trọng người xem. Nếu ai đã từng sống trong xóm lao động nghèo, sẽ thấy phim gần gủi, không quá ồn ào. Phim hài của vua hề Sạc Lô ngày xưa, xem mà cười ra nước mặt, vì thấy thương cho nhân vật. Mong TT làm phim hài cũng hay như ông Sạc Lô.",18,93,POSITIVE,0.9996908903121948
6822,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"tuancubi90Hài có thể diễn hơi lố. Nhưng về phim. Trấn Thành làm tốt. Cần những bộ phim càng gần cuốc sống người dân càng tốt. Từ hội thoại, bối cảnh, cuộc sống.",19,93,POSITIVE,0.9836750626564026
6823,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"cuongfpvChưa xem phin nào của TT nhưng nể cậu này thực, làm gì cũng tốt và thành công.",20,93,POSITIVE,0.9997410178184509
6824,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,vdthanh.uebTôi chỉ biết Trấn thành trên sóng truyền hình. Anh là một nghệ sỹ đa tài. Chúc mừng những thành công của anh trên các lĩnh vực nghệ thuật mà anh tham gia. Mong anh biết lắng nghe để cống hiến nhiều hơn!,21,93,POSITIVE,0.9988816380500793
6825,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Vân DungTừ phim Nhà Bà Nữ trở đi các nhà làm phim khác chắc chắn sẽ tránh phim của Trấn Thành ra rạp chiếu cùng lúc nếu không muốn bị ""ế"" !? Dù bị nhiều người chê nhưng phim của anh này luôn cháy vé trên toàn quốc !! hêhê...",22,93,POSITIVE,0.9996825456619263
6826,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Tuan Bui AnhKhi bạn vẫn còn đang chê trách, phủ nhận năng lực của Trấn Thành, anh ta đã đạt được nhiều thành tựu không dễ gì có ở một kiếp người.",23,93,POSITIVE,0.9997350573539734
6827,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"levugtccNhiều người nói TT ăn may, ừ cũng được, vì rất nhiều người muốn ăn may cũng không được....thiết nghĩ TT ăn may nhiều lắm cũng được 10 phim thôi",24,93,POSITIVE,0.9795182347297668
6828,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,haole.ktthTrấn Thành cố tạo vai diễn cho má Ngọc Giàu để cho má còn được làm việc với nghề đó là đức tính tốt đẹp mà tôi luôn ngưỡng mộ.,25,93,POSITIVE,0.9948976635932922
6829,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"DaveĂn may thôi, thử làm phim chiếu ngày thường xem và cùng với Bom tấn xem.",26,93,POSITIVE,0.6225090026855469
6830,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"nghoaiducappleidKhán giả giờ dễ dãi quá, chắc hết phim coi chứ chê nha.",27,93,NEGATIVE,0.9991693496704102
6831,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"chuongTrấn Thành là tay hề gặp thời
Một người không tôn trọng khán giả
Với tôi cậu này không phải là nghệ sĩ thực thụ",28,93,POSITIVE,0.9841793179512024
6832,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,gecete2Mặc dù tay ngang và có rất nhiều những ý kiến chê bai từ người xem nhưng Trấn Thành làm phim vẫn thu được về cả trăm tỷ. Những chuyện này nói lên điều gì? Nói lên thực trạng cũ của nền điện ảnh Việt Nam là chẳng có phim (hay) để xem.,29,93,NEGATIVE,0.9983598589897156
6833,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,Nguyễn Khánh TùngTay ngang mà làm như vậy mấy ai làm được?,30,93,POSITIVE,0.9994375109672546
6834,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"djsky1803Phải công nhận nhờ các bạn anti mà phim NBN luôn hot đi đâu cũng nghe bàn về phim, chính các bạn ấy là 1 thế lực PR lớn cho phim giúp phim ngày càng thành công và doanh thu ngày càng cao "" chót zót""... Đà này chắc 1000 tỷ hum ta",31,93,POSITIVE,0.9995483756065369
6835,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,tranhong2104nCứ nhìn vào doanh thu là biết quá giỏi rồi. Chúc mừng em!,32,93,POSITIVE,0.9992881417274475
6836,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,vinh123nguyenSự thật là anh rất có tài!,33,93,POSITIVE,0.9990355968475342
6837,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"Người Bí ẨnKo phải khai thác đúng đề tài, mà do đạo diễn giỏi, diễn viên đóng thật, mượt mà",34,93,POSITIVE,0.999504566192627
6838,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,ThammyNgưỡng mộ Anh Trấn Thành. A làm phim luôn chạm đến trái tim của người hâm mộ. Thích a ở chỗ luôn sống thật. Chúc a luôn thành công và hạnh phúc.,35,93,POSITIVE,0.9996861219406128
6839,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,nguyenhuuthanh.sshtPhải nể Trấn Thành giỏi về nắm bắt tâm lý đám đông. Vậy giỏi rồi. Còn kịch bản hay mà ít người xem nói gì cũng thua. Trấn Thành biết nương theo vận hành của cuộc sống nên tổ luôn đãi hehe!,36,93,POSITIVE,0.97690749168396
6840,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"suanghegoldChúc mừng em, dù ai nói gì em vẫn rất tài năng!",37,93,POSITIVE,0.998979389667511
6841,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,Nguyen ThachHợp với trào lưu nhố nhăng. Về độ nghệ thuật phải nói quá tệ.,38,93,NEGATIVE,0.9988580942153931
6842,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"hungson0199Ngược lại có rất nhiều người qua trường lớp đào tào bài bảng nhưng sản phẩm phim làm ra không mấy ai quan tâm, nếu không muốn nói là thảm họa.",39,93,NEGATIVE,0.9979344606399536
6843,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,"hongluu LePhim xem cũng dc, ko có gì xuất sắc, mình nghĩ ko nên đại trà những dạng phim này vì chửi thề nhiều. Ko phải gđ nào cũng nói chuyện với nhau kiểu như vậy, lan truyền nhiều người ta sẽ nghĩ nói chuyện như vậy là bình thường. nó mang nhiều triết lý của tt, nó giống mẫu chuyện kể ngắn về 1 gđ bất ổn do cái tôi của mỗi người, kết phim lơ lửng....phim thu hút ngưoi xem do sức ảnh hưởng của TT. Cũng công nhận là TT có tài!!!",40,93,POSITIVE,0.9991040825843811
6844,105,Trấn Thành - tay ngang làm phim trăm tỷ,Trấn Thành,2024-08-22 09:54:00,2024-08-19/2024-08-25,Tuan nguyenPhim điện ảnh thì phải sâu sắc. Chứ đừng làm như mì ăn liền.,41,93,POSITIVE,0.8838353157043457
